#id	set	correctLabelW0orW1	warrant0	warrant1	reason	claim	debateTitle	debateInfo
16629299_15_A1CF6U3GF7DZEJ	dev	0	['the', 'worst', 'offenders', 'are', 'not', 'punished']	['the', 'worst', 'offenders', 'are', 'punished']	['companies', 'cheat', 'regulations']	"['companies', 'ca', ""n't"", 'be', 'trusted']"	['can', 'companies', 'be', 'trusted', '?']	"['volkswagen', ""'s"", 'vast', 'cheating', 'on', 'emissions', 'tests', 'has', 'been', 'called', 'proof', 'that', 'stronger', 'regulation', 'is', 'needed', '.']"
15986315_221_A34QZDSTKZ3JO9	dev	1	['immigrants', 'will', 'never', 'have', 'our', 'status']	['immigrants', 'will', 'begin', 'to', 'have', 'our', 'status']	['immigrants', 'are', 'poorly', 'educated', ',', 'low', 'earning', ',', 'and', 'entitled', '.']	['immigration', 'is', 'really', 'a', 'problem']	['is', 'immigration', 'really', 'a', 'problem', '?']	['is', 'unauthorized', 'immigration', 'as', 'much', 'of', 'a', 'problem', 'for', 'the', 'u.s.', 'as', 'some', 'claim', '?']
16620527_0_A34QZDSTKZ3JO9	dev	1	['volkswagen', 'admitted', 'they', 'were', 'wrong']	['volkswagen', 'denied', 'they', 'were', 'wrong']	['volkswagen', 'scammed', 'us', 'and', 'created', 'more', 'carbon', 'by', 'cheating', 'with', 'software', '.']	"['companies', 'ca', ""n't"", 'be', 'trusted']"	['can', 'companies', 'be', 'trusted', '?']	"['volkswagen', ""'s"", 'vast', 'cheating', 'on', 'emissions', 'tests', 'has', 'been', 'called', 'proof', 'that', 'stronger', 'regulation', 'is', 'needed', '.']"
14164520_257_A104V8NZIQFN2F	dev	1	['oil', 'companies', 'will', 'give', ' ', 'government', 'the', 'tax', 'money', 'it', 'needs', 'to', 'preserve', 'nature']	['oil', 'companies', 'will', 'not', 'give', 'government', 'the', 'tax', 'money', 'it', 'needs', 'to', 'preserve', 'nature']	['we', 'need', 'to', 'preserve', 'nature', 'for', 'future', 'generations', '.']	['the', 'atlantic', 'coast', 'should', 'not', 'be', 'opened', 'to', 'drilling']	['resuming', 'drilling', 'in', 'the', 'atlantic']	['should', 'the', 'atlantic', 'coast', 'be', 'opened', 'to', 'off', '-', 'shore', 'oil', 'and', 'gas', 'drilling', '?']
16635954_53_A1LZPWVZRTUZD0	dev	1	['it', 'costs', 'millions', 'to', 'force', 'drug', 'addicts', 'into', 'treatment', 'without', 'good', 'results']	['it', 'does', 'not', 'cost', 'millions', 'to', 'force', 'drug', 'addicts', 'into', 'treatment', 'without', 'good', 'results']	['the', 'only', 'good', 'reason', 'to', 'not', 'put', 'drug', 'addicts', 'into', 'treatment', 'is', 'people', 'worried', 'about', 'cost', '.']	['drug', 'addicts', 'should', 'be', 'forced', 'into', 'treatment']	['should', 'drug', 'addicts', 'be', 'forced', 'into', 'treatment', '?']	['massachusetts', 'gov.', 'charlie', 'baker', 'wants', 'to', 'give', 'hospitals', 'the', 'power', 'to', 'commit', 'substance', 'abusers', '.', 'is', 'this', 'the', 'right', 'approach', '?']
14085948_448_A1CF6U3GF7DZEJ	dev	0	['they', 'are', 'not', 'the', 'only', 'people', 'we', 'have', 'in', 'this', 'field']	['they', 'are', 'the', 'only', 'people', 'we', 'have', 'in', 'this', 'field']	['if', 'you', 'would', 'look', 'at', 'financial', 'forecasts', 'as', 'i', 'do', ',', 'as', 'a', 'weather', 'analyst', ',', 'realizing', 'that', 'forecasts', 'that', 'try', 'to', 'go', 'out', 'for', 'decades', 'and', 'can', 'only', 'hold', 'to', 'a', 'model', 'for', 'a', 'matter', 'of', 'weeks', ',', 'while', 'using', 'questionable', 'data', 'as', 'a', 'base', ',', 'can', 'in', 'no', 'way', 'be', 'accurate', '.']	['economists', 'are', 'overrated']	['are', 'economists', 'overrated', '?']	['do', 'economists', 'have', 'too', 'much', 'authority', ',', 'given', 'their', 'mixed', 'record', 'at', 'forecasting', 'and', 'planning', '?']
14085524_189_A34QZDSTKZ3JO9	dev	0	['economics', 'is', 'not', 'exact']	['science', 'is', 'not', 'exact']	['economics', 'is', 'not', 'science', '.']	['economists', 'are', 'overrated']	['are', 'economists', 'overrated', '?']	['do', 'economists', 'have', 'too', 'much', 'authority', ',', 'given', 'their', 'mixed', 'record', 'at', 'forecasting', 'and', 'planning', '?']
17042201_161_AB98SGS280TY5	dev	1	['rating', 'professors', 'helps', 'students', 'make', 'careful', 'and', 'wise', 'decisions', '.']	"['rating', 'professors', 'does', ""n't"", 'help', 'students', 'make', 'careful', 'and', 'wise', 'decisions', '.']"	['rating', 'professors', 'online', 'reveals', 'no', 'contextual', 'information', 'on', 'the', 'person', 'doing', 'the', 'rating', '.']	['it', 'is', 'not', 'fair', 'to', 'rate', 'professors', 'online']	['is', 'it', 'fair', 'to', 'rate', 'professors', 'online', '?']	['as', 'students', 'finish', 'their', 'finals', 'and', 'plan', 'for', 'next', 'semester', ',', 'should', 'they', 'turn', 'to', 'ratemyprofessor.com', 'to', 'offer', 'advice', 'and', 'seek', 'guidance', '?']
15986315_221_AYFOAD75CRBKE	dev	1	['that', 'is', 'a', 'narrow', 'view', 'by', 'ignorance']	['that', 'is', 'not', 'a', 'narrow', 'view', 'by', 'ignorance']	['immigrants', 'are', 'poorly', 'educated', ',', 'low', 'earning', ',', 'and', 'entitled', '.']	['immigration', 'is', 'really', 'a', 'problem']	['is', 'immigration', 'really', 'a', 'problem', '?']	['is', 'unauthorized', 'immigration', 'as', 'much', 'of', 'a', 'problem', 'for', 'the', 'u.s.', 'as', 'some', 'claim', '?']
17090878_0_A34QZDSTKZ3JO9	dev	0	"['necessary', 'human', 'surgeries', 'are', ""n't"", 'as', 'horrifying']"	['some', 'necessary', 'human', 'surgeries', 'are', 'just', 'as', 'horrifying']	['the', 'concept', 'of', 'declawing', 'and', 'any', 'attempt', 'to', 'defend', 'the', 'procedure', 'is', 'horrifying', '.']	['it', 'should', 'be', 'illegal', 'to', 'declaw', 'your', 'cat']	['should', 'it', 'be', 'illegal', 'to', 'declaw', 'your', 'cat', '?']	['with', 'legislation', 'pending', ',', 'new', 'york', 'could', 'become', 'the', 'first', 'state', 'to', 'make', 'removing', 'the', 'claws', 'of', 'a', 'cat', 'a', 'crime', '.']
14233480_105_A3GNQDFPZALU92	dev	0	"['home', 'birth', 'death', 'rates', 'do', ""n't"", 'exceed', 'the', 'high', 'rates', 'of', 'hospitals']"	['home', 'birth', 'death', 'rates', 'far', 'exceed', 'the', 'high', 'rates', 'of', 'even', 'hospitals']	['hospital', 'births', 'have', 'high', 'mortality', 'rates', '.']	['women', 'should', 'be', 'encouraged', 'to', 'have', 'kids', 'at', 'home']	['is', 'home', 'birth', 'ever', 'a', 'safe', 'choice', '?']	['should', 'more', 'women', 'be', 'encouraged', 'to', 'have', 'kids', 'at', 'home', '?']
16146321_374_A104V8NZIQFN2F	dev	1	['russian', 'expansion', 'will', 'create', 'a', 'peaceful', 'asian', 'hegemony']	['russian', 'expansion', 'will', 'not', 'create', 'a', 'peaceful', 'asian', 'hegemony']	['russia', 'is', 'using', 'syria', 'to', 'create', 'crisis', 'and', 'distract', 'from', 'russian', 'expansion', '.']	['russia', 'can', 'not', 'be', 'a', 'partner']	['can', 'russia', 'really', 'be', 'a', 'partner', 'to', 'bring', 'peace', 'to', 'syria', '?']	['can', 'russia', 'be', 'an', 'ally', 'in', 'stabilizing', 'syria', 'and', 'fighting', 'isis', 'or', 'is', 'it', 'too', 'closely', 'tied', 'to', 'the', 'assad', 'regime', '?']
14083548_195_A1CF6U3GF7DZEJ	dev	0	['the', 'euro', 'is', 'noy', 'doing', 'well']	['the', 'euro', 'is', 'doing', 'well']	['the', 'euro', 'is', 'a', 'direct', 'result', 'of', 'countries', 'ignoring', 'economists', '.']	['economists', 'are', 'not', 'overrated']	['are', 'economists', 'overrated', '?']	['do', 'economists', 'have', 'too', 'much', 'authority', ',', 'given', 'their', 'mixed', 'record', 'at', 'forecasting', 'and', 'planning', '?']
16633504_360_A104V8NZIQFN2F	dev	1	['it', 'would', 'be', 'easier', 'to', 'just', 'round', 'all', 'the', 'users', 'up', 'and', 'sort', 'it', 'out', 'later']	['it', 'would', 'be', 'more', 'difficult', 'to', 'just', 'round', 'all', 'the', 'users', 'up', 'and', 'sort', 'it', 'out', 'later']	"['it', 'does', 'not', 'state', 'how', 'they', 'define', 'who', '""', 'needs', '""', 'treatment', ',', 'and', 'marijuana', 'is', 'included', 'in', 'the', 'category', 'of', '""', '""', 'illicit', 'drugs', '""', '.']"	['drug', 'addicts', 'should', 'not', 'be', 'forced', 'into', 'treatment']	['should', 'drug', 'addicts', 'be', 'forced', 'into', 'treatment', '?']	['massachusetts', 'gov.', 'charlie', 'baker', 'wants', 'to', 'give', 'hospitals', 'the', 'power', 'to', 'commit', 'substance', 'abusers', '.', 'is', 'this', 'the', 'right', 'approach', '?']
15163963_215_AE861G0AY5RGT	dev	0	['the', 'haitians', 'are', 'having', 'more', 'kids', 'in', 'large', 'amounts']	['the', 'haitians', 'are', 'no', 'longer', 'having', 'kids', 'in', 'large', 'amounts']	['haiti', 'is', 'overpopulated', '.']	['overcrowding', 'is', 'a', 'legitimate', 'threat']	['is', 'overcrowding', 'a', 'legitimate', 'threat', '?']	"['do', 'we', 'still', 'need', 'to', 'worry', 'about', 'paul', 'ehrlich', ""'s"", 'predictions', 'of', 'an', 'overcrowded', 'planet', '?']"
16685913_263_A1DJNUJZN8FE7N	dev	1	"['i', ""'d"", 'like', 'to', 'see', 'their', 'laws', 'broken']"	"['i', 'would', ""n't"", 'like', 'to', 'see', 'their', 'laws', 'broken']"	"['immigrants', ""haven't"", 'integrated', 'and', 'do', ""n't"", 'follow', 'local', 'laws', '.']"	['europe', 'should', 'shun', 'refugees']	['should', 'europe', 'shun', 'refugees', 'after', 'the', 'paris', 'attacks', '?']	['concern', 'has', 'increased', 'after', 'it', 'was', 'revealed', 'that', 'one', 'of', 'the', 'paris', 'terrorists', 'had', 'a', 'syrian', 'passport', 'that', 'may', 'have', 'been', 'used', 'to', 'enter', 'greece', '.']
16318175_260_A1CF6U3GF7DZEJ	dev	0	"['it', 'would', 'hurt', 'the', 'powers', ""'"", 'economies', 'and', 'would', 'be', 'bad', 'pr']"	"['it', 'would', 'not', 'hurt', 'the', 'powers', ""'"", 'economies', 'and', 'would', 'be', 'good', 'pr']"	['it', 'is', 'difficult', 'to', 'agree', 'that', 'wealth', 'was', 'gain', 'through', 'slave', 'trade', '.']	['former', 'colonial', 'powers', 'should', 'not', 'pay', 'reparations']	['are', 'trans', '-', 'atlantic', 'slave', 'trade', 'reparations', 'due', '?']	['should', 'former', 'colonial', 'powers', 'pay', 'reparations', 'for', 'the', 'atlantic', 'slave', 'trade', '?']
14106155_221_A34QZDSTKZ3JO9	dev	1	['people', 'like', 'condos']	"['people', 'do', ""n't"", 'like', 'condos']"	['most', 'developers', 'care', 'more', 'about', 'money', 'than', 'people', '.']	['helping', 'condo', 'developers', 'hurt', 'the', 'city']	['does', 'helping', 'condo', 'developers', 'hurt', 'the', 'city', '?']	['have', 'tax', 'breaks', ',', 'zoning', 'and', 'other', 'policies', 'that', 'have', 'fueled', 'condo', 'development', 'unfairly', 'benefited', 'the', 'rich', 'at', 'the', 'expense', 'of', 'other', 'residents', '?']
15508298_25_A1LZPWVZRTUZD0	dev	1	['teenagers', 'become', 'fearful', 'and', 'withdrawn', 'by', 'what', 'they', 'see', 'on', 'the', 'internet']	['teenagers', 'become', 'happy', 'and', 'outgoing', 'because', 'of', 'what', 'they', 'see', 'on', 'the', 'internet']	['electronics', 'are', 'not', 'a', 'villain', ',', 'but', 'a', 'society', 'that', 'lets', 'unneeded', 'fear', 'stunt', 'children', 'is', '.']	['internet', 'addiction', 'is', 'not', 'a', 'concern', 'for', 'teenagers']	['teens', 'hooked', 'on', 'screens']	['is', 'internet', 'addiction', 'a', 'concern', 'for', 'teenagers', '?']
16966773_520_AE861G0AY5RGT	dev	0	['a', 'students', 'perspective', 'is', 'not', 'biased']	['a', 'students', 'perspective', 'is', 'biased']	['students', 'have', 'a', 'good', 'perspective', 'on', 'their', 'professors', '.']	['it', 'is', 'fair', 'to', 'rate', 'professors', 'online']	['is', 'it', 'fair', 'to', 'rate', 'professors', 'online', '?']	['as', 'students', 'finish', 'their', 'finals', 'and', 'plan', 'for', 'next', 'semester', ',', 'should', 'they', 'turn', 'to', 'ratemyprofessor.com', 'to', 'offer', 'advice', 'and', 'seek', 'guidance', '?']
16986890_218_AE861G0AY5RGT	dev	0	['students', 'who', 'are', 'not', 'graded', 'fairly', 'have', 'a', 'chance', 'to', 'speak', 'to', 'a', 'professor']	['students', 'who', 'are', 'not', 'graded', 'fairly', 'rarely', 'have', 'a', 'chance', 'to', 'speak', 'out', 'against', 'a', 'professor']	['student', 'evaluations', 'tend', 'to', 'relate', 'to', 'their', 'grades', '.']	['it', 'is', 'not', 'fair', 'to', 'rate', 'professors', 'online']	['is', 'it', 'fair', 'to', 'rate', 'professors', 'online', '?']	['as', 'students', 'finish', 'their', 'finals', 'and', 'plan', 'for', 'next', 'semester', ',', 'should', 'they', 'turn', 'to', 'ratemyprofessor.com', 'to', 'offer', 'advice', 'and', 'seek', 'guidance', '?']
16630140_37_A34QZDSTKZ3JO9	dev	1	['profits', 'benefit', 'workers', ',', 'shareholders', 'and', 'the', 'community']	['profits', 'do', 'not', 'benefit', 'workers', ',', 'shareholders', 'and', 'the', 'community']	['corporations', 'have', 'only', 'one', 'goal', ':', 'to', 'make', 'a', 'profit', '.']	"['companies', 'ca', ""n't"", 'be', 'trusted']"	['can', 'companies', 'be', 'trusted', '?']	"['volkswagen', ""'s"", 'vast', 'cheating', 'on', 'emissions', 'tests', 'has', 'been', 'called', 'proof', 'that', 'stronger', 'regulation', 'is', 'needed', '.']"
16022936_427_A2GHGJP29KRWOQ	dev	0	['everyone', 'can', 'win', 'an', 'award']	['not', 'everyone', 'can', 'win', 'an', 'award']	['companies', 'should', 'offer', 'annual', 'awards', 'that', 'give', 'anyone', 'a', 'chance', '.']	['companies', 'can', 'excel', 'without', 'making', 'workers', 'miserable']	['hard', 'at', 'work']	['can', 'companies', 'excel', 'without', 'making', 'workers', 'miserable', '?']
14166276_298_A104V8NZIQFN2F	dev	0	"['renewable', 'energy', 'does', ""n't"", 'need', 'oil', 'to', 'be', 'manufactured']"	['renewable', 'energy', 'needs', 'oil', 'to', 'be', 'manufactured']	['solar', 'and', 'wind', 'power', 'along', 'with', 'conservation', 'are', 'the', 'answer', '.']	['the', 'atlantic', 'coast', 'should', 'not', 'be', 'opened', 'to', 'drilling']	['resuming', 'drilling', 'in', 'the', 'atlantic']	['should', 'the', 'atlantic', 'coast', 'be', 'opened', 'to', 'off', '-', 'shore', 'oil', 'and', 'gas', 'drilling', '?']
16626629_87_A1LZPWVZRTUZD0	dev	1	['the', 'bottom', 'line', 'profits', 'usually', 'align', 'with', 'what', 'is', 'good', 'for', 'the', 'general', 'public']	"['the', 'bottom', 'line', 'profits', 'usually', 'do', ""n't"", 'align', 'with', 'what', 'is', 'good', 'for', 'the', 'general', 'public']"	['businesses', 'value', 'the', 'bottom', 'line', 'profits', 'over', 'anything', 'else', '.']	"['companies', 'ca', ""n't"", 'be', 'trusted']"	['can', 'companies', 'be', 'trusted', '?']	"['volkswagen', ""'s"", 'vast', 'cheating', 'on', 'emissions', 'tests', 'has', 'been', 'called', 'proof', 'that', 'stronger', 'regulation', 'is', 'needed', '.']"
14228063_268_A1I4CYG5YDFTYM	dev	0	['all', 'women', 'are', 'healthy', 'and', 'there', 'are', 'not', 'many', 'health', 'risks', 'that', 'can', 'go', 'masked', 'throughout', 'pregnancy']	['not', 'all', 'women', 'are', 'healthy', 'and', 'there', 'are', 'many', 'health', 'risks', 'that', 'can', 'go', 'masked', 'throughout', 'pregnancy']	['home', 'birth', 'is', 'safe', 'for', 'healthy', 'women', '.']	['women', 'should', 'be', 'encouraged', 'to', 'have', 'kids', 'at', 'home']	['is', 'home', 'birth', 'ever', 'a', 'safe', 'choice', '?']	['should', 'more', 'women', 'be', 'encouraged', 'to', 'have', 'kids', 'at', 'home', '?']
15893089_75_A1HKYY6XI2OHO1	dev	1	['it', 'was', 'ratified', 'quickly', ',', 'showing', 'there', 'was', 'a', 'lot', 'of', 'support', 'for', 'it']	['it', 'was', 'ratified', 'quickly', ',', 'showing', 'there', 'was', 'little', 'support', 'for', 'it']	['the', '14th', 'amendment', 'was', 'rushed', 'into', 'the', 'constitution', '.']	['abolish', 'birthright', 'citizenship']	"['should', ""'"", 'birthright', 'citizenship', ""'"", 'be', 'abolished', '?']"	['several', 'g.o.p.', 'candidates', 'are', 'calling', 'for', 'an', 'end', 'to', 'the', 'constitutional', 'rule', 'that', 'a', 'child', 'born', 'in', 'the', 'u.s.', 'is', 'a', 'u.s.', 'citizen', '.', 'is', 'this', 'a', 'good', 'idea', '?']
16177946_0_A104V8NZIQFN2F	dev	1	['the', 'bar', 'exam', 'is', 'doing', 'a', 'good', 'job', 'keeping', 'the', 'unqualified', 'out']	['the', 'bar', 'exam', 'is', 'doing', 'a', 'bad', 'job', 'keeping', 'the', 'unqualified', 'out']	['law', 'schools', 'are', 'passing', 'too', 'many', 'students', 'to', 'increase', 'revenue', 'leaving', 'only', 'the', 'bar', 'exam', 'to', 'weed', 'out', 'those', 'not', 'suited', 'to', 'practice', '.']	['the', 'bar', 'is', 'too', 'low', 'to', 'get', 'into', 'law', 'school']	['is', 'the', 'bar', 'too', 'low', 'to', 'get', 'into', 'law', 'school', '?']	['an', 'increasing', 'number', 'of', 'law', 'students', 'have', 'failed', 'the', 'bar', 'exam', 'in', 'recent', 'years', '.']
14370545_160_A1DJNUJZN8FE7N	dev	0	"['that', 'specific', 'curriculum', 'would', ""n't"", 'need', 'to', 'include', 'female', 'social', 'interactions']"	['that', 'specific', 'curriculum', 'would', 'need', 'to', 'include', 'female', 'social', 'interactions']	['boys', 'do', 'worse', 'in', 'school', 'than', 'girls', ',', 'so', 'an', 'all', 'boys', 'school', 'with', 'a', 'specific', 'curriculum', 'would', 'help', '.']	['same', '-', 'sex', 'colleges', 'are', 'still', 'relevant']	['are', 'same', '-', 'sex', 'colleges', 'still', 'relevant', '?']	['do', 'same', '-', 'sex', 'colleges', 'play', 'an', 'important', 'role', 'in', 'education', ',', 'or', 'are', 'they', 'outdated', '?']
16685175_116_A3TKD7EJ6BM0M5	dev	0	['more', 'ethnic', 'violence', 'will', 'eventually', 'lead', 'to', 'less', 'action', 'being', 'taken', 'to', 'help', 'the', 'originating', 'countries']	['more', 'ethnic', 'violence', 'will', 'eventually', 'lead', 'to', 'action', 'being', 'taken', 'to', 'help', 'the', 'originating', 'countries']	['if', 'europe', 'takes', 'poor', 'immigrants', 'and', 'refugees', 'from', 'volatile', 'regions', 'there', 'will', 'be', 'more', 'ethnic', 'violence', '.']	['europe', 'should', 'shun', 'refugees']	['should', 'europe', 'shun', 'refugees', 'after', 'the', 'paris', 'attacks', '?']	['concern', 'has', 'increased', 'after', 'it', 'was', 'revealed', 'that', 'one', 'of', 'the', 'paris', 'terrorists', 'had', 'a', 'syrian', 'passport', 'that', 'may', 'have', 'been', 'used', 'to', 'enter', 'greece', '.']
15976967_0_A1OYYWJ2B7OQTD	dev	1	"['undocumented', 'workers', 'also', 'perform', 'many', 'jobs', 'others', 'wo', ""n't"", 'do']"	"['undocumented', 'workers', 'do', 'not', 'perform', 'many', 'jobs', 'others', 'wo', ""n't"", 'do']"	['undocumented', 'workers', 'burden', 'society', '.']	['immigration', 'is', 'really', 'a', 'problem']	['is', 'immigration', 'really', 'a', 'problem', '?']	['is', 'unauthorized', 'immigration', 'as', 'much', 'of', 'a', 'problem', 'for', 'the', 'u.s.', 'as', 'some', 'claim', '?']
16632994_377_A1HKYY6XI2OHO1	dev	0	['we', 'live', 'in', 'a', 'country', 'where', 'everyone', 'is', 'forced', 'to', 'confront', 'their', 'selfish', 'habits', 'and', 'health', 'issues']	['we', 'live', 'in', 'a', 'free', 'country', 'where', 'no', 'one', 'is', 'forced', 'to', 'confront', 'their', 'selfish', 'habits', 'and', 'health', 'issues']	"['it', ""'s"", 'a', 'way', 'of', 'getting', 'the', 'thousands', 'of', 'people', 'to', 'get', 'treatment', '.', 'patients', 'left', 'to', 'make', 'their', 'own', 'decision', 'sometimes', 'will', 'not', 'make', 'the', 'right', 'one', '.']"	['drug', 'addicts', 'should', 'be', 'forced', 'into', 'treatment']	['should', 'drug', 'addicts', 'be', 'forced', 'into', 'treatment', '?']	['massachusetts', 'gov.', 'charlie', 'baker', 'wants', 'to', 'give', 'hospitals', 'the', 'power', 'to', 'commit', 'substance', 'abusers', '.', 'is', 'this', 'the', 'right', 'approach', '?']
15165585_109_A34QZDSTKZ3JO9	dev	1	['population', 'will', 'continue', 'to', 'rise']	['population', 'will', 'not', 'continue', 'to', 'rise']	['population', 'will', 'peak', 'and', 'decrease', 'just', 'like', 'in', 'europe', '.']	['overcrowding', 'is', 'not', 'a', 'legitimate', 'threat']	['is', 'overcrowding', 'a', 'legitimate', 'threat', '?']	"['do', 'we', 'still', 'need', 'to', 'worry', 'about', 'paul', 'ehrlich', ""'s"", 'predictions', 'of', 'an', 'overcrowded', 'planet', '?']"
