#id	set	correctLabelW0orW1	warrant0	warrant1	reason	claim	debateTitle	debateInfo
14666389_480_A1CF6U3GF7DZEJ	dev	0	['the', 'excuse', 'is', 'rarely', 'warranted']	['the', 'excuse', 'is', 'sometimes', 'warranted']	['Police', 'use', 'the', 'excuse', 'of', 'fear', 'for', 'life', 'to', 'abuse', 'use', 'of', 'force', '.']	['Police', 'is', 'too', 'willing', 'to', 'use', 'force']	['Do', 'Police', 'Use', 'Deadly', 'Force', 'Too', 'Often', '?']	['Have', 'police', 'officers', 'become', 'too', 'willing', 'to', 'use', 'force', 'or', 'are', 'they', 'reacting', 'to', 'the', 'dangers', 'they', 'face', 'every', 'day', '?']
16623737_154_A34QZDSTKZ3JO9	dev	1	['companies', 'will', 'compete', 'to', 'make', 'shareholders', 'money']	['companies', 'will', 'compete', 'to', 'steal', 'the', 'shareholders', 'money']	['Companies', 'will', 'use', 'any', 'means', 'necessary', 'to', 'be', 'competitive', '.']	"['Companies', 'ca', ""n't"", 'be', 'trusted']"	['Can', 'Companies', 'Be', 'Trusted', '?']	"['Volkswagen', ""'s"", 'vast', 'cheating', 'on', 'emissions', 'tests', 'has', 'been', 'called', 'proof', 'that', 'stronger', 'regulation', 'is', 'needed', '.']"
16625746_229_AYFOAD75CRBKE	dev	1	['some', 'are', 'run', 'by', 'trustworthy', 'people']	['some', 'are', 'not', 'run', 'by', 'trustworthy', 'people']	['Companies', 'want', 'to', 'be', 'held', 'to', 'more', 'lose', 'standards', 'than', 'the', 'average', 'citizen', '.']	"['Companies', 'ca', ""n't"", 'be', 'trusted']"	['Can', 'Companies', 'Be', 'Trusted', '?']	"['Volkswagen', ""'s"", 'vast', 'cheating', 'on', 'emissions', 'tests', 'has', 'been', 'called', 'proof', 'that', 'stronger', 'regulation', 'is', 'needed', '.']"
16629299_15_A1CF6U3GF7DZEJ	dev	0	['the', 'worst', 'offenders', 'are', 'not', 'punished']	['the', 'worst', 'offenders', 'are', 'punished']	['Companies', 'cheat', 'regulations']	"['Companies', 'ca', ""n't"", 'be', 'trusted']"	['Can', 'Companies', 'Be', 'Trusted', '?']	"['Volkswagen', ""'s"", 'vast', 'cheating', 'on', 'emissions', 'tests', 'has', 'been', 'called', 'proof', 'that', 'stronger', 'regulation', 'is', 'needed', '.']"
15986315_221_A34QZDSTKZ3JO9	dev	1	['immigrants', 'will', 'never', 'have', 'our', 'status']	['immigrants', 'will', 'begin', 'to', 'have', 'our', 'status']	['Immigrants', 'are', 'poorly', 'educated', ',', 'low', 'earning', ',', 'and', 'entitled', '.']	['Immigration', 'is', 'really', 'a', 'problem']	['Is', 'Immigration', 'Really', 'a', 'Problem', '?']	['Is', 'unauthorized', 'immigration', 'as', 'much', 'of', 'a', 'problem', 'for', 'the', 'U.S.', 'as', 'some', 'claim', '?']
16620527_0_A34QZDSTKZ3JO9	dev	1	['VolksWagen', 'admitted', 'they', 'were', 'wrong']	['VolksWagen', 'denied', 'they', 'were', 'wrong']	['VolksWagen', 'scammed', 'us', 'and', 'created', 'more', 'carbon', 'by', 'cheating', 'with', 'software', '.']	"['Companies', 'ca', ""n't"", 'be', 'trusted']"	['Can', 'Companies', 'Be', 'Trusted', '?']	"['Volkswagen', ""'s"", 'vast', 'cheating', 'on', 'emissions', 'tests', 'has', 'been', 'called', 'proof', 'that', 'stronger', 'regulation', 'is', 'needed', '.']"
14164520_257_A104V8NZIQFN2F	dev	1	['oil', 'companies', 'will', 'give', ' ', 'government', 'the', 'tax', 'money', 'it', 'needs', 'to', 'preserve', 'nature']	['oil', 'companies', 'will', 'not', 'give', 'government', 'the', 'tax', 'money', 'it', 'needs', 'to', 'preserve', 'nature']	['We', 'need', 'to', 'preserve', 'nature', 'for', 'future', 'generations', '.']	['The', 'Atlantic', 'coast', 'should', 'not', 'be', 'opened', 'to', 'drilling']	['Resuming', 'Drilling', 'in', 'the', 'Atlantic']	['Should', 'the', 'Atlantic', 'coast', 'be', 'opened', 'to', 'off', '-', 'shore', 'oil', 'and', 'gas', 'drilling', '?']
16635954_53_A1LZPWVZRTUZD0	dev	1	['it', 'costs', 'millions', 'to', 'force', 'drug', 'addicts', 'into', 'treatment', 'without', 'good', 'results']	['it', 'does', 'not', 'cost', 'millions', 'to', 'force', 'drug', 'addicts', 'into', 'treatment', 'without', 'good', 'results']	['The', 'only', 'good', 'reason', 'to', 'not', 'put', 'drug', 'addicts', 'into', 'treatment', 'is', 'people', 'worried', 'about', 'cost', '.']	['Drug', 'addicts', 'should', 'be', 'forced', 'into', 'treatment']	['Should', 'Drug', 'Addicts', 'Be', 'Forced', 'Into', 'Treatment', '?']	['Massachusetts', 'Gov.', 'Charlie', 'Baker', 'wants', 'to', 'give', 'hospitals', 'the', 'power', 'to', 'commit', 'substance', 'abusers', '.', 'Is', 'this', 'the', 'right', 'approach', '?']
14085948_448_A1CF6U3GF7DZEJ	dev	0	['they', 'are', 'not', 'the', 'only', 'people', 'we', 'have', 'in', 'this', 'field']	['they', 'are', 'the', 'only', 'people', 'we', 'have', 'in', 'this', 'field']	['If', 'you', 'would', 'look', 'at', 'financial', 'forecasts', 'as', 'I', 'do', ',', 'as', 'a', 'weather', 'analyst', ',', 'realizing', 'that', 'forecasts', 'that', 'try', 'to', 'go', 'out', 'for', 'decades', 'and', 'can', 'only', 'hold', 'to', 'a', 'model', 'for', 'a', 'matter', 'of', 'weeks', ',', 'while', 'using', 'questionable', 'data', 'as', 'a', 'base', ',', 'can', 'in', 'no', 'way', 'be', 'accurate', '.']	['Economists', 'are', 'overrated']	['Are', 'Economists', 'Overrated', '?']	['Do', 'economists', 'have', 'too', 'much', 'authority', ',', 'given', 'their', 'mixed', 'record', 'at', 'forecasting', 'and', 'planning', '?']
14085524_189_A34QZDSTKZ3JO9	dev	0	['economics', 'is', 'not', 'exact']	['science', 'is', 'not', 'exact']	['Economics', 'is', 'not', 'science', '.']	['Economists', 'are', 'overrated']	['Are', 'Economists', 'Overrated', '?']	['Do', 'economists', 'have', 'too', 'much', 'authority', ',', 'given', 'their', 'mixed', 'record', 'at', 'forecasting', 'and', 'planning', '?']
17042201_161_AB98SGS280TY5	dev	1	['Rating', 'professors', 'helps', 'students', 'make', 'careful', 'and', 'wise', 'decisions', '.']	"['Rating', 'professors', 'does', ""n't"", 'help', 'students', 'make', 'careful', 'and', 'wise', 'decisions', '.']"	['Rating', 'professors', 'online', 'reveals', 'no', 'contextual', 'information', 'on', 'the', 'person', 'doing', 'the', 'rating', '.']	['It', 'is', 'not', 'fair', 'to', 'rate', 'professors', 'online']	['Is', 'It', 'Fair', 'to', 'Rate', 'Professors', 'Online', '?']	['As', 'students', 'finish', 'their', 'finals', 'and', 'plan', 'for', 'next', 'semester', ',', 'should', 'they', 'turn', 'to', 'RateMyProfessor.com', 'to', 'offer', 'advice', 'and', 'seek', 'guidance', '?']
15986315_221_AYFOAD75CRBKE	dev	1	['that', 'is', 'a', 'narrow', 'view', 'by', 'ignorance']	['that', 'is', 'not', 'a', 'narrow', 'view', 'by', 'ignorance']	['Immigrants', 'are', 'poorly', 'educated', ',', 'low', 'earning', ',', 'and', 'entitled', '.']	['Immigration', 'is', 'really', 'a', 'problem']	['Is', 'Immigration', 'Really', 'a', 'Problem', '?']	['Is', 'unauthorized', 'immigration', 'as', 'much', 'of', 'a', 'problem', 'for', 'the', 'U.S.', 'as', 'some', 'claim', '?']
17090878_0_A34QZDSTKZ3JO9	dev	0	"['necessary', 'human', 'surgeries', 'are', ""n't"", 'as', 'horrifying']"	['some', 'necessary', 'human', 'surgeries', 'are', 'just', 'as', 'horrifying']	['The', 'concept', 'of', 'declawing', 'and', 'any', 'attempt', 'to', 'defend', 'the', 'procedure', 'is', 'horrifying', '.']	['It', 'should', 'be', 'illegal', 'to', 'declaw', 'your', 'cat']	['Should', 'It', 'Be', 'Illegal', 'to', 'Declaw', 'Your', 'Cat', '?']	['With', 'legislation', 'pending', ',', 'New', 'York', 'could', 'become', 'the', 'first', 'state', 'to', 'make', 'removing', 'the', 'claws', 'of', 'a', 'cat', 'a', 'crime', '.']
14233480_105_A3GNQDFPZALU92	dev	0	"['home', 'birth', 'death', 'rates', 'do', ""n't"", 'exceed', 'the', 'high', 'rates', 'of', 'hospitals']"	['home', 'birth', 'death', 'rates', 'far', 'exceed', 'the', 'high', 'rates', 'of', 'even', 'hospitals']	['Hospital', 'births', 'have', 'high', 'mortality', 'rates', '.']	['Women', 'should', 'be', 'encouraged', 'to', 'have', 'kids', 'at', 'home']	['Is', 'Home', 'Birth', 'Ever', 'a', 'Safe', 'Choice', '?']	['Should', 'more', 'women', 'be', 'encouraged', 'to', 'have', 'kids', 'at', 'home', '?']
16146321_374_A104V8NZIQFN2F	dev	1	['Russian', 'expansion', 'will', 'create', 'a', 'peaceful', 'Asian', 'hegemony']	['Russian', 'expansion', 'will', 'not', 'create', 'a', 'peaceful', 'Asian', 'hegemony']	['Russia', 'is', 'using', 'Syria', 'to', 'create', 'crisis', 'and', 'distract', 'from', 'Russian', 'expansion', '.']	['Russia', 'can', 'not', 'be', 'a', 'partner']	['Can', 'Russia', 'Really', 'Be', 'a', 'Partner', 'to', 'Bring', 'Peace', 'to', 'Syria', '?']	['Can', 'Russia', 'be', 'an', 'ally', 'in', 'stabilizing', 'Syria', 'and', 'fighting', 'ISIS', 'or', 'is', 'it', 'too', 'closely', 'tied', 'to', 'the', 'Assad', 'regime', '?']
14083548_195_A1CF6U3GF7DZEJ	dev	0	['the', 'Euro', 'is', 'noy', 'doing', 'well']	['the', 'Euro', 'is', 'doing', 'well']	['The', 'Euro', 'is', 'a', 'direct', 'result', 'of', 'countries', 'ignoring', 'economists', '.']	['Economists', 'are', 'not', 'overrated']	['Are', 'Economists', 'Overrated', '?']	['Do', 'economists', 'have', 'too', 'much', 'authority', ',', 'given', 'their', 'mixed', 'record', 'at', 'forecasting', 'and', 'planning', '?']
16633504_360_A104V8NZIQFN2F	dev	1	['it', 'would', 'be', 'easier', 'to', 'just', 'round', 'all', 'the', 'users', 'up', 'and', 'sort', 'it', 'out', 'later']	['it', 'would', 'be', 'more', 'difficult', 'to', 'just', 'round', 'all', 'the', 'users', 'up', 'and', 'sort', 'it', 'out', 'later']	"['It', 'does', 'not', 'state', 'how', 'they', 'define', 'who', '""', 'needs', '""', 'treatment', ',', 'and', 'marijuana', 'is', 'included', 'in', 'the', 'category', 'of', '""', '""', 'illicit', 'drugs', '""', '.']"	['Drug', 'addicts', 'should', 'not', 'be', 'forced', 'into', 'treatment']	['Should', 'Drug', 'Addicts', 'Be', 'Forced', 'Into', 'Treatment', '?']	['Massachusetts', 'Gov.', 'Charlie', 'Baker', 'wants', 'to', 'give', 'hospitals', 'the', 'power', 'to', 'commit', 'substance', 'abusers', '.', 'Is', 'this', 'the', 'right', 'approach', '?']
15163963_215_AE861G0AY5RGT	dev	0	['the', 'Haitians', 'are', 'having', 'more', 'kids', 'in', 'large', 'amounts']	['the', 'Haitians', 'are', 'no', 'longer', 'having', 'kids', 'in', 'large', 'amounts']	['Haiti', 'is', 'overpopulated', '.']	['Overcrowding', 'is', 'a', 'legitimate', 'threat']	['Is', 'Overcrowding', 'a', 'Legitimate', 'Threat', '?']	"['Do', 'we', 'still', 'need', 'to', 'worry', 'about', 'Paul', 'Ehrlich', ""'s"", 'predictions', 'of', 'an', 'overcrowded', 'planet', '?']"
16685913_263_A1DJNUJZN8FE7N	dev	1	"['I', ""'d"", 'like', 'to', 'see', 'their', 'laws', 'broken']"	"['I', 'would', ""n't"", 'like', 'to', 'see', 'their', 'laws', 'broken']"	"['Immigrants', ""haven't"", 'integrated', 'and', 'do', ""n't"", 'follow', 'local', 'laws', '.']"	['Europe', 'should', 'shun', 'refugees']	['Should', 'Europe', 'Shun', 'Refugees', 'After', 'the', 'Paris', 'Attacks', '?']	['Concern', 'has', 'increased', 'after', 'it', 'was', 'revealed', 'that', 'one', 'of', 'the', 'Paris', 'terrorists', 'had', 'a', 'Syrian', 'passport', 'that', 'may', 'have', 'been', 'used', 'to', 'enter', 'Greece', '.']
16318175_260_A1CF6U3GF7DZEJ	dev	0	"['it', 'would', 'hurt', 'the', 'powers', ""'"", 'economies', 'and', 'would', 'be', 'bad', 'pr']"	"['it', 'would', 'not', 'hurt', 'the', 'powers', ""'"", 'economies', 'and', 'would', 'be', 'good', 'pr']"	['It', 'is', 'difficult', 'to', 'agree', 'that', 'wealth', 'was', 'gain', 'through', 'slave', 'trade', '.']	['Former', 'colonial', 'powers', 'should', 'not', 'pay', 'reparations']	['Are', 'Trans', '-', 'Atlantic', 'Slave', 'Trade', 'Reparations', 'Due', '?']	['Should', 'former', 'colonial', 'powers', 'pay', 'reparations', 'for', 'the', 'Atlantic', 'slave', 'trade', '?']
14106155_221_A34QZDSTKZ3JO9	dev	1	['people', 'like', 'condos']	"['people', 'do', ""n't"", 'like', 'condos']"	['Most', 'developers', 'care', 'more', 'about', 'money', 'than', 'people', '.']	['Helping', 'condo', 'developers', 'hurt', 'the', 'city']	['Does', 'Helping', 'Condo', 'Developers', 'Hurt', 'the', 'City', '?']	['Have', 'tax', 'breaks', ',', 'zoning', 'and', 'other', 'policies', 'that', 'have', 'fueled', 'condo', 'development', 'unfairly', 'benefited', 'the', 'rich', 'at', 'the', 'expense', 'of', 'other', 'residents', '?']
15508298_25_A1LZPWVZRTUZD0	dev	1	['teenagers', 'become', 'fearful', 'and', 'withdrawn', 'by', 'what', 'they', 'see', 'on', 'the', 'internet']	['teenagers', 'become', 'happy', 'and', 'outgoing', 'because', 'of', 'what', 'they', 'see', 'on', 'the', 'internet']	['Electronics', 'are', 'not', 'a', 'villain', ',', 'but', 'a', 'society', 'that', 'lets', 'unneeded', 'fear', 'stunt', 'children', 'is', '.']	['Internet', 'addiction', 'is', 'not', 'a', 'concern', 'for', 'teenagers']	['Teens', 'Hooked', 'on', 'Screens']	['Is', 'Internet', 'addiction', 'a', 'concern', 'for', 'teenagers', '?']
16966773_520_AE861G0AY5RGT	dev	0	['a', 'students', 'perspective', 'is', 'not', 'biased']	['a', 'students', 'perspective', 'is', 'biased']	['Students', 'have', 'a', 'good', 'perspective', 'on', 'their', 'professors', '.']	['It', 'is', 'fair', 'to', 'rate', 'professors', 'online']	['Is', 'It', 'Fair', 'to', 'Rate', 'Professors', 'Online', '?']	['As', 'students', 'finish', 'their', 'finals', 'and', 'plan', 'for', 'next', 'semester', ',', 'should', 'they', 'turn', 'to', 'RateMyProfessor.com', 'to', 'offer', 'advice', 'and', 'seek', 'guidance', '?']
16986890_218_AE861G0AY5RGT	dev	0	['students', 'who', 'are', 'not', 'graded', 'fairly', 'have', 'a', 'chance', 'to', 'speak', 'to', 'a', 'professor']	['students', 'who', 'are', 'not', 'graded', 'fairly', 'rarely', 'have', 'a', 'chance', 'to', 'speak', 'out', 'against', 'a', 'professor']	['Student', 'evaluations', 'tend', 'to', 'relate', 'to', 'their', 'grades', '.']	['It', 'is', 'not', 'fair', 'to', 'rate', 'professors', 'online']	['Is', 'It', 'Fair', 'to', 'Rate', 'Professors', 'Online', '?']	['As', 'students', 'finish', 'their', 'finals', 'and', 'plan', 'for', 'next', 'semester', ',', 'should', 'they', 'turn', 'to', 'RateMyProfessor.com', 'to', 'offer', 'advice', 'and', 'seek', 'guidance', '?']
16630140_37_A34QZDSTKZ3JO9	dev	1	['profits', 'benefit', 'workers', ',', 'shareholders', 'and', 'the', 'community']	['profits', 'do', 'not', 'benefit', 'workers', ',', 'shareholders', 'and', 'the', 'community']	['Corporations', 'have', 'only', 'one', 'goal', ':', 'to', 'make', 'a', 'profit', '.']	"['Companies', 'ca', ""n't"", 'be', 'trusted']"	['Can', 'Companies', 'Be', 'Trusted', '?']	"['Volkswagen', ""'s"", 'vast', 'cheating', 'on', 'emissions', 'tests', 'has', 'been', 'called', 'proof', 'that', 'stronger', 'regulation', 'is', 'needed', '.']"
16022936_427_A2GHGJP29KRWOQ	dev	0	['everyone', 'can', 'win', 'an', 'award']	['not', 'everyone', 'can', 'win', 'an', 'award']	['Companies', 'should', 'offer', 'annual', 'awards', 'that', 'give', 'anyone', 'a', 'chance', '.']	['Companies', 'can', 'excel', 'without', 'making', 'workers', 'miserable']	['Hard', 'at', 'Work']	['Can', 'companies', 'excel', 'without', 'making', 'workers', 'miserable', '?']
14166276_298_A104V8NZIQFN2F	dev	0	"['renewable', 'energy', 'does', ""n't"", 'need', 'oil', 'to', 'be', 'manufactured']"	['renewable', 'energy', 'needs', 'oil', 'to', 'be', 'manufactured']	['Solar', 'and', 'wind', 'power', 'along', 'with', 'conservation', 'are', 'the', 'answer', '.']	['The', 'Atlantic', 'coast', 'should', 'not', 'be', 'opened', 'to', 'drilling']	['Resuming', 'Drilling', 'in', 'the', 'Atlantic']	['Should', 'the', 'Atlantic', 'coast', 'be', 'opened', 'to', 'off', '-', 'shore', 'oil', 'and', 'gas', 'drilling', '?']
16626629_87_A1LZPWVZRTUZD0	dev	1	['the', 'bottom', 'line', 'profits', 'usually', 'align', 'with', 'what', 'is', 'good', 'for', 'the', 'general', 'public']	"['the', 'bottom', 'line', 'profits', 'usually', 'do', ""n't"", 'align', 'with', 'what', 'is', 'good', 'for', 'the', 'general', 'public']"	['Businesses', 'value', 'the', 'bottom', 'line', 'profits', 'over', 'anything', 'else', '.']	"['Companies', 'ca', ""n't"", 'be', 'trusted']"	['Can', 'Companies', 'Be', 'Trusted', '?']	"['Volkswagen', ""'s"", 'vast', 'cheating', 'on', 'emissions', 'tests', 'has', 'been', 'called', 'proof', 'that', 'stronger', 'regulation', 'is', 'needed', '.']"
14228063_268_A1I4CYG5YDFTYM	dev	0	['all', 'women', 'are', 'healthy', 'and', 'there', 'are', 'not', 'many', 'health', 'risks', 'that', 'can', 'go', 'masked', 'throughout', 'pregnancy']	['not', 'all', 'women', 'are', 'healthy', 'and', 'there', 'are', 'many', 'health', 'risks', 'that', 'can', 'go', 'masked', 'throughout', 'pregnancy']	['Home', 'birth', 'is', 'safe', 'for', 'healthy', 'women', '.']	['Women', 'should', 'be', 'encouraged', 'to', 'have', 'kids', 'at', 'home']	['Is', 'Home', 'Birth', 'Ever', 'a', 'Safe', 'Choice', '?']	['Should', 'more', 'women', 'be', 'encouraged', 'to', 'have', 'kids', 'at', 'home', '?']
15893089_75_A1HKYY6XI2OHO1	dev	1	['it', 'was', 'ratified', 'quickly', ',', 'showing', 'there', 'was', 'a', 'lot', 'of', 'support', 'for', 'it']	['it', 'was', 'ratified', 'quickly', ',', 'showing', 'there', 'was', 'little', 'support', 'for', 'it']	['The', '14th', 'amendment', 'was', 'rushed', 'into', 'the', 'constitution', '.']	['Abolish', 'Birthright', 'Citizenship']	"['Should', ""'"", 'Birthright', 'Citizenship', ""'"", 'Be', 'Abolished', '?']"	['Several', 'G.O.P.', 'candidates', 'are', 'calling', 'for', 'an', 'end', 'to', 'the', 'constitutional', 'rule', 'that', 'a', 'child', 'born', 'in', 'the', 'U.S.', 'is', 'a', 'U.S.', 'citizen', '.', 'Is', 'this', 'a', 'good', 'idea', '?']
16177946_0_A104V8NZIQFN2F	dev	1	['the', 'bar', 'exam', 'is', 'doing', 'a', 'good', 'job', 'keeping', 'the', 'unqualified', 'out']	['the', 'bar', 'exam', 'is', 'doing', 'a', 'bad', 'job', 'keeping', 'the', 'unqualified', 'out']	['Law', 'schools', 'are', 'passing', 'too', 'many', 'students', 'to', 'increase', 'revenue', 'leaving', 'only', 'the', 'bar', 'exam', 'to', 'weed', 'out', 'those', 'not', 'suited', 'to', 'practice', '.']	['The', 'bar', 'is', 'too', 'low', 'to', 'get', 'into', 'law', 'school']	['Is', 'the', 'Bar', 'Too', 'Low', 'to', 'Get', 'Into', 'Law', 'School', '?']	['An', 'increasing', 'number', 'of', 'law', 'students', 'have', 'failed', 'the', 'bar', 'exam', 'in', 'recent', 'years', '.']
14370545_160_A1DJNUJZN8FE7N	dev	0	"['that', 'specific', 'curriculum', 'would', ""n't"", 'need', 'to', 'include', 'female', 'social', 'interactions']"	['that', 'specific', 'curriculum', 'would', 'need', 'to', 'include', 'female', 'social', 'interactions']	['Boys', 'do', 'worse', 'in', 'school', 'than', 'girls', ',', 'so', 'an', 'all', 'boys', 'school', 'with', 'a', 'specific', 'curriculum', 'would', 'help', '.']	['Same', '-', 'sex', 'colleges', 'are', 'still', 'relevant']	['Are', 'Same', '-', 'Sex', 'Colleges', 'Still', 'Relevant', '?']	['Do', 'same', '-', 'sex', 'colleges', 'play', 'an', 'important', 'role', 'in', 'education', ',', 'or', 'are', 'they', 'outdated', '?']
16685175_116_A3TKD7EJ6BM0M5	dev	0	['more', 'ethnic', 'violence', 'will', 'eventually', 'lead', 'to', 'less', 'action', 'being', 'taken', 'to', 'help', 'the', 'originating', 'countries']	['more', 'ethnic', 'violence', 'will', 'eventually', 'lead', 'to', 'action', 'being', 'taken', 'to', 'help', 'the', 'originating', 'countries']	['If', 'Europe', 'takes', 'poor', 'immigrants', 'and', 'refugees', 'from', 'volatile', 'regions', 'there', 'will', 'be', 'more', 'ethnic', 'violence', '.']	['Europe', 'should', 'shun', 'refugees']	['Should', 'Europe', 'Shun', 'Refugees', 'After', 'the', 'Paris', 'Attacks', '?']	['Concern', 'has', 'increased', 'after', 'it', 'was', 'revealed', 'that', 'one', 'of', 'the', 'Paris', 'terrorists', 'had', 'a', 'Syrian', 'passport', 'that', 'may', 'have', 'been', 'used', 'to', 'enter', 'Greece', '.']
15976967_0_A1OYYWJ2B7OQTD	dev	1	"['undocumented', 'workers', 'also', 'perform', 'many', 'jobs', 'others', 'wo', ""n't"", 'do']"	"['undocumented', 'workers', 'do', 'not', 'perform', 'many', 'jobs', 'others', 'wo', ""n't"", 'do']"	['Undocumented', 'workers', 'burden', 'society', '.']	['Immigration', 'is', 'really', 'a', 'problem']	['Is', 'Immigration', 'Really', 'a', 'Problem', '?']	['Is', 'unauthorized', 'immigration', 'as', 'much', 'of', 'a', 'problem', 'for', 'the', 'U.S.', 'as', 'some', 'claim', '?']
16632994_377_A1HKYY6XI2OHO1	dev	0	['we', 'live', 'in', 'a', 'country', 'where', 'everyone', 'is', 'forced', 'to', 'confront', 'their', 'selfish', 'habits', 'and', 'health', 'issues']	['we', 'live', 'in', 'a', 'free', 'country', 'where', 'no', 'one', 'is', 'forced', 'to', 'confront', 'their', 'selfish', 'habits', 'and', 'health', 'issues']	"['It', ""'s"", 'a', 'way', 'of', 'getting', 'the', 'thousands', 'of', 'people', 'to', 'get', 'treatment', '.', 'Patients', 'left', 'to', 'make', 'their', 'own', 'decision', 'sometimes', 'will', 'not', 'make', 'the', 'right', 'one', '.']"	['Drug', 'addicts', 'should', 'be', 'forced', 'into', 'treatment']	['Should', 'Drug', 'Addicts', 'Be', 'Forced', 'Into', 'Treatment', '?']	['Massachusetts', 'Gov.', 'Charlie', 'Baker', 'wants', 'to', 'give', 'hospitals', 'the', 'power', 'to', 'commit', 'substance', 'abusers', '.', 'Is', 'this', 'the', 'right', 'approach', '?']
15165585_109_A34QZDSTKZ3JO9	dev	1	['population', 'will', 'continue', 'to', 'rise']	['population', 'will', 'not', 'continue', 'to', 'rise']	['Population', 'will', 'peak', 'and', 'decrease', 'just', 'like', 'in', 'Europe', '.']	['Overcrowding', 'is', 'not', 'a', 'legitimate', 'threat']	['Is', 'Overcrowding', 'a', 'Legitimate', 'Threat', '?']	"['Do', 'we', 'still', 'need', 'to', 'worry', 'about', 'Paul', 'Ehrlich', ""'s"", 'predictions', 'of', 'an', 'overcrowded', 'planet', '?']"
